observatory_code,observatory_name,longitude,parallax_cos,parallax_sin
K51,"Osservatorio del Celado, Castello Tesino",11.65789,0.695636,0.716268
K52,"Gwen Observatory, San Francesco al Campo",7.6478,0.70548,0.70642
K53,Marina di Cerveteri,12.04564,0.744479,0.665409
K54,Astronomical Observatory University of Siena,11.33678,0.728803,0.682494
K55,Wallhausen,7.765,0.645586,0.761172
K56,Osservatorio di Foligno,12.70497,0.732993,0.678008
K57,Fiore Observatory,13.0444,0.69854,0.71317
K58,Gevelsberg,7.4497,0.62655,0.77685
K59,"Elsterland Observatory, Jessnigk",13.27744,0.620411,0.781663
K60,Lindby,13.51069,0.568623,0.819848
K61,Rokycany Observatory,13.6026,0.64741,0.75967
K62,Teplice Observatory,13.84675,0.635514,0.769557
K63,"G. Pascoli Observatory, Castelvecchio Pascoli (Before June 2023)",10.46252,0.719536,0.692195
K64,Waizenreuth,11.74397,0.644963,0.761748
K65,Cesena,12.2339,0.71879,0.6929
K66,Osservatorio Astronomico di Anzio,12.62861,0.750491,0.658684
K67,"Bayerwald Sternwarte, Spiegelau",13.361,0.65835,0.75036
K68,"Osservatorio Elianto, Pontecagnano",14.90512,0.759709,0.64811
K69,Riethnordhausen,10.9941,0.62938,0.77452
K70,Rosarno,15.9736,0.78375,0.61901
K71,Neutraubling,12.2159,0.65748,0.75101
K72,Celico,16.3396,0.77485,0.63021
K73,Gravina in Puglia,16.4158,0.75789,0.65029
K74,"Muensterschwarzach Observatory, Schwarzach",10.2364,0.64667,0.76025
K75,"Astro Dolomites, Santa Cristina Valgardena",11.7289,0.68897,0.72269
K76,"BSA Osservatorio, Savigliano",7.62898,0.713488,0.69841
K77,"EHB01 Observatory, Engelhardsberg",11.2903,0.6468,0.76019
K78,"iota Scorpii Observatory, La Spezia",9.85356,0.718987,0.692718
K79,Erfurt,11.05789,0.631175,0.773097
K80,"Platanus Observatory, Lusowko",16.63733,0.610859,0.789111
K81,"P.M.P.H.R. Deep Sky Observatory, Atina",13.78511,0.748666,0.660819
K82,"Alphard Observatory, Ostuni",17.5894,0.75937,0.64854
K83,"Osservatorio Astronomico Beppe Forti, Montelupo",11.04317,0.723487,0.68808
K84,"Felliscopio Observatory, Fellicarolo",10.75861,0.71834,0.693581
K85,Kelmis,6.03161,0.634354,0.770499
K86,Brescia,10.18189,0.701516,0.710308
K87,Dettelbach Vineyard Observatory,10.17011,0.646647,0.760288
K88,"GINOP-KHK, Piszkesteto",19.89367,0.671543,0.738689
K89,"Digital Stargate Observatory, Manciano",11.56339,0.738665,0.67186
K90,Sopot Astronomical Observatory,20.54577,0.714093,0.697776
K91,Sutherland-LCO A,20.81019,0.845561,-0.532618
K92,Sutherland-LCO B,20.81004,0.845561,-0.532618
K93,Sutherland-LCO C,20.81011,0.84556,-0.53262
K94,Sutherland,20.81097,0.845561,-0.532606
K95,"MASTER-SAAO Observatory, Sutherland",20.81106,0.845555,-0.532613
K96,Savelli Observatory,16.75119,0.77487,0.630302
K97,Freconrupt,7.18026,0.664361,0.74505
K98,"6ROADS Observatory 1, Wojnowko",17.07217,0.608205,0.791142
K99,Derenivka Observatory,22.4535,0.663064,0.746102
L00,"East Rome Observatory, Rome",12.5375,0.74535,0.66446
L01,"Visnjan Observatory, Tican",13.7493,0.704742,0.707169
L02,"NOAK Observatory, Stavraki",20.81658,0.771051,0.634781
L03,"SGT Observatory, Gaflenz",14.73081,0.671765,0.738393
L04,"ROASTERR-1 Observatory, Cluj-Napoca",23.5964,0.685544,0.725675
L05,"Dridri Observatory, Franciacorta",10.0699,0.70093,0.71089
L06,"Sormano 2 Observatory, Bellagio Via Lattea",9.25403,0.69628,0.715445
L07,"Osservatorio Salvatore di Giacomo, Agerola",14.56406,0.760166,0.647727
L08,"Metsahovi Optical Telescope, Metsahovi",24.39447,0.497926,0.864325
L09,Sutherland-LCO Aqawan A #1,20.80987,0.845559,-0.532619
L10,Kryoneri Observatory,22.6186,0.78943,0.61203
L11,Sandvreten Observatory,17.2092,0.50421,0.8607
L12,Koksijde,2.67789,0.629068,0.774754
L13,"Stardust Observatory, Brasov",25.62193,0.700409,0.711479
L14,Planetarium de Vaulx-en-Velin Observatory,4.92247,0.698669,0.713095
L15,"St. George Observatory, Ploiesti",25.97839,0.708234,0.703665
L16,"Stardreams Observatory, Valenii de Munte",26.04561,0.70582,0.706098
L17,Observatori Astronomic Albanya,2.7114,0.74071,0.66964
L18,"QOS Observatory, Zalistsi",26.71828,0.659348,0.749399
L19,"Osservatorio Felsina AAB, Montepastore",11.15258,0.716257,0.695653
L20,"AG_Sarajevo Observatory, Sarajevo",18.32069,0.722441,0.689239
L21,"Ostrov Observatory, Constanta",27.42128,0.720179,0.691479
L22,Barlad Observatory,27.66953,0.692963,0.718573
L23,Schela Observatory,27.8319,0.70211,0.70968
L24,Gauteng,27.9289,0.89882,-0.43743
L25,Smolecin,14.43739,0.598174,0.7987
L26,"Sanderphil Urban Observatory, Civitavecchia",11.81019,0.743368,0.666653
L27,"29PREMOTE Observatory, Dauban",5.64704,0.720583,0.691197
L28,ISON-Castelgrande Observatory,15.46339,0.758034,0.650341
L29,"Drebach-South Observatory, Windhoek",18.0169,0.91802,-0.39574
L30,"Lohbach Observatory, Benninghofen",7.51469,0.624126,0.778737
L31,"RaSo Observatory, Chemnitz",12.85615,0.632524,0.772019
L32,Korea Microlensing Telescope Network-SAAO,20.81044,0.845576,-0.532593
L33,Ananiv,29.9546,0.67379,0.73646
L34,"Galhassin Robotic Telescope, Isnello",14.02061,0.789742,0.611548
L35,"DreamSky Observatory, Lisnyky",30.5086,0.64055,0.76537
L36,Ondrejov--BlueEye600 Telescope,14.78008,0.645319,0.761467
L37,"Observatorio Alnitak, El Puerto de Santa Maria",-6.26117,0.803937,0.592739
L38,"Gartensternwarte Schafsweide, Sehlde",9.69997,0.615648,0.785407
L39,"Osservatorio Spica, Signa",11.04031,0.723062,0.68849
L40,Sternwarte Saarbruecken Rastpfuhl,6.95681,0.654011,0.754011
L41,Ponte Uso,12.30181,0.720683,0.691022
L42,Observatory-Astrocamp Manciano,11.5633,0.7367,0.674
L43,"Ager, Leida",0.74439,0.744131,0.665982
L44,"AstroVal, Le Chenit",6.22111,0.688185,0.72336
L45,"ObsCT, Catania",15.06243,0.793975,0.605979
L46,Observatorio Majadahonda,-3.88061,0.762017,0.645574
L47,"Osservatorio Astronomico, Piobbico",12.50711,0.725542,0.685961
L48,"CNVL Observatory, Baia Mare",23.56873,0.674816,0.735566
L49,"VEGA-Sternwarte, Dorfleiten",13.0073,0.671444,0.738747
L50,"GenShtab Observatory, Nauchnyi",34.0114,0.71157,0.70039
L51,"MARGO, Nauchnyi",34.0164,0.71169,0.70028
L52,MASTER-Tavrida,34.01694,0.711679,0.700287
L53,"Aldo Agnetti Observatory, Como",9.03381,0.699589,0.712226
L54,"Berthelot Observatory, Hunedoara",22.88878,0.700704,0.711156
L55,"Sura Gardens, Dnipro",35.0875,0.666222,0.743283
L56,"Sternwarte Limburg, Limburg",8.05858,0.63896,0.766697
L57,"Bacau Observatory, Bacau",26.90419,0.688762,0.722601
L58,Heavenly Owl observatory,30.57108,0.69171,0.719771
L59,"Compustar Observatory, Rouen",1.22606,0.651546,0.756108
L60,"Popovich Observatory, Ivanivka",30.69722,0.644961,0.761695
L61,"MONET South, Sutherland",20.81028,0.845575,-0.532593
L62,"Hypatia Observatory, Rimini",12.52889,0.719467,0.692209
L63,"HOB Observatory, Capraia Fiorentina",11.00914,0.723671,0.687849
L64,"Martesana Observatory, Cassina de Pecchi",9.36314,0.701822,0.710005
L65,"Bredenkamp Observatory, Bremen",8.82831,0.602059,0.795784
L66,"MeerLICHT-1, Sutherland",20.81122,0.845577,-0.532615
L67,"Cherkizovo Observatory, Moscow Oblast",37.79889,0.561057,0.825033
L68,"PESCOPE, Port Elizabeth",25.53683,0.830048,-0.555874
L69,"LaCaille Observatory, Pretoria",28.2142,0.90084,-0.43323
L70,"Zvjezdarnica Graberje, Zagreb",15.92333,0.698145,0.7136
L71,"Vedrus Observatory, Azovskaya",38.5839,0.71089,0.70101
L72,Melezhy Astrophoto Observatory,38.6928,0.55979,0.82589
L73,"Beato Ermanno Observatory, Impruneta",11.26183,0.724459,0.687083
L74,"AstroColauri, Naples",14.21109,0.757212,0.651048
L75,Tartu Observatory of Tartu University,26.46394,0.527292,0.846853
L76,"Nomad Observatory, Kochevanchik",39.65161,0.68353,0.727483
L77,"RDSS, Kovalevka",39.82025,0.678927,0.731765
L78,"San Marco Observatory, Salerno",14.78,0.75943,0.64844
L79,"BOSZA Observatory, Szalanta",18.22039,0.696477,0.715222
L80,"SpringBok Observatory, Tivoli",18.0175,0.91802,-0.39574
L81,Skygems Namibia Remote Observatory,16.36169,0.919631,-0.392204
L82,"Crow Observatory, Portalegre",-7.3205,0.775227,0.629726
L83,"UJA Observatory, Jaen",-3.77769,0.791355,0.609451
L84,"Kairos Observatory, Letnik",41.27989,0.695443,0.716182
L85,"BiAnto Observatory, Lauria",15.86325,0.766873,0.63983
L86,"Giordano Bruno Observatory, Brallo",9.2631,0.7114,0.70062
L87,"Moonbase South Observatory, Hakos",16.36189,0.919631,-0.392204
L88,"Stazione Astronomica Le Pleiadi, Pantane",16.5422,0.77721,0.62746
L89,"PAO, Prato",11.14439,0.722146,0.689445
L90,"ABObservatory, Rosarno",15.97949,0.78412,0.61856
L91,"Antares MTM Observatory, S. Donato",13.8078,0.74776,0.66189
L92,San Costantino,16.00211,0.781423,0.621967
L93,"Garraf Observatory, Sant Pere de Ribes",1.77221,0.752844,0.65601
L94,"Observatorio MOMA, Oviedo",-5.85439,0.728187,0.683146
L95,Observatorio Astronomico de Cartagena,-1.04841,0.793164,0.607
L96,ISON-Byurakan Observatory,44.2745,0.7634,0.64416
L97,"Castle Fields Observatory, Calne",-2.00839,0.624666,0.778298
L98,"La Sagra Observatory, Puebla de Don Fadrique",-2.56575,0.789394,0.612232
L99,Novosilky,30.60281,0.635913,0.769201
M00,"Viestikallio, Artjarvi",26.211547,0.490116,0.868754
M01,Weizmann Astrophysical Observatory,35.040733,0.866349,0.4979
M02,Astropriorat Observatory,0.86386,0.754439,0.654271
M03,Badalona Boreal,2.25822,0.750568,0.658591
M04,"Pujalt Observatory, Barcelona",1.4256,0.74764,0.66207
M05,"Observatoire de la Nine, Canens",1.33161,0.729979,0.681267
M06,"PeLe\'s Observatory, Ager",0.74381,0.74413,0.665983
M07,Siek,10.29447,0.594202,0.801641
M08,"CHON, Stekene",4.0381,0.62786,0.77573
M09,Observatory Gromme - Oudsbergen,5.60094,0.630164,0.773882
M10,"CPF Observatory, St Vallier de Thiey",6.85411,0.724305,0.687343
M11,"Novaastro Observatory, Banon",5.64718,0.720589,0.691192
M12,Puschino,47.8639,0.55891,0.82648
M13,"Lucie Berger Observatory, Strasbourg",7.7425,0.662866,0.746267
M14,Schiaparelli Gallarate Station,8.78939,0.699981,0.711832
M15,"Virgo Oservatory, Seveso",9.1506,0.70039,0.71142
M16,Osservatorio Il Coreggiolo,9.77319,0.719401,0.692358
M17,"SN1572 Tycho Observatory, La Spezia",9.80922,0.719163,0.692525
M18,Koeditz,11.83939,0.639618,0.766239
M19,"Osservatorio Explorer, Pula",13.88327,0.709976,0.701881
M20,"Polse di Cougnes Observatory, Zuglio",13.01169,0.690044,0.721515
M21,"Schiaparelli Southern Observatory, Hakos",16.36144,0.91963,-0.392206
M22,"ATLAS South Africa, Sutherland",20.81059,0.845564,-0.532612
M23,"ELTE Gothard Observatory, Szombathely",16.6035,0.679955,0.730852
M24,"La Macchina del Tempo, Ardore Marina",16.2005,0.787195,0.614649
M25,"Einarin Observatory, Tampere",23.8283,0.47849,0.87517
M26,"Zen Observatory, Scandicci",11.13494,0.723236,0.688304
M27,"Elijah Observatory, Lajatico",10.7175,0.72743,0.68399
M28,"Lesedi Telescope-SAAO Observatory, Sutherland",20.81064,0.845568,-0.532607
M29,"O.M.Ni.A. Observatory, Cesena",12.24864,0.718724,0.692984
M30,"Zeta Aquarii Observatory, Brasov",25.62,0.70038,0.711516
M31,"Ursa Havaintokeskus,  Artjarvi",26.21281,0.49013,0.868745
M32,"Sunny Transcarpathian, Mukachevo",22.70919,0.665464,0.743964
M33,"OWL-Net, Mitzpe Ramon",34.76334,0.861632,0.506111
M34,"AGO70, Astronomical Observatory, Modra",17.27363,0.665591,0.743936
M35,"PS Observatory, Parjol",26.61669,0.688654,0.722734
M36,"Opicina, Trieste",13.79647,0.699732,0.71209
M37,"Astronomsko drustvo Nanos, Ajdovscina",13.91243,0.696956,0.714892
M38,"Harsona Observatory, Nyiregyhaza",21.76719,0.671089,0.738924
M39,"AUTH Observatory, Thessaloniki",22.95888,0.760013,0.64775
M40,"OSTS-NRIAG, Kottamia",31.82708,0.867372,0.496143
M41,Jeddah,39.25827,0.930706,0.364567
M42,"Emirates Observatory, Al Rahba",54.6708,0.9099,0.41343
M43,"Al Sadeem Observatory, Abu Dhabi",54.68478,0.912805,0.407034
M44,"Al-Khatim Observatory, Abu Dhabi",54.92031,0.912502,0.407722
M45,"Starhopper Observatory, Sfantu Gheorghe",25.76889,0.697617,0.714205
M46,"Althuraya Astronomy Center, Dubai",55.45033,0.90528,0.423399
M47,"Sharjah Observatory, Sharjah",55.46205,0.904763,0.424484
M48,"GAC - Via L. Sturzo Observatory, Catania",15.09222,0.794277,0.605535
M49,"IAS Remote Observatory, Hakos",16.36172,0.91963,-0.392206
M50,"Virtual Telescope Project, Manciano",11.56375,0.738663,0.671862
M51,"Robert Mayer Sternwarte, Heilbronn",9.22697,0.6555,0.752709
M52,Sassari,8.5785,0.758941,0.649052
M53,"CAS Observatory, Preetz",10.28219,0.585977,0.807623
M54,Observatoire Albireo de Biot,7.07781,0.72514,0.686335
M55,"Luckystar Observatory, Vazec",19.987,0.656685,0.751814
M56,Varedo,9.17483,0.700833,0.710985
M57,"Wide-field Mufara Telescope, Isnello",14.0202,0.790651,0.610701
M58,"VdS Remote Observatory, Hakos",16.36133,0.91963,-0.392207
M59,"Rondchamp Observatory, Reconvilier",7.22883,0.680334,0.730616
M60,"Virgil Observatory, Loiano",11.32554,0.717411,0.694492
M61,Observatory Moers Kapellen,6.58581,0.624893,0.778108
M62,Lajoux Observatory,7.13417,0.679741,0.731214
M63,"RPF Observatory, Gagliano del Capo",18.36969,0.768886,0.637286
M64,"Holbrook, Heathfield",0.23964,0.631065,0.77317
M65,"Mustola Observatory, Lappeenranta",28.32494,0.485072,0.871558
M66,"SNX-NET, Prodromos",32.840194,0.820917,0.569526
M67,"Kolobov Observatory, Magnitogorsk",58.63631,0.591867,0.803429
M68,"School 1502 Rooftop Observatory, Moscow",37.83052,0.563964,0.823064
M69,Emirates Astronomical Observatory L.L.C,54.74547,0.917029,0.397543
M70,"BOOTES-6, Bloemfontein",26.404094,0.875173,-0.482645
M71,"AUTH Astronomical Station, Noesis",22.995619,0.760788,0.646852
M72,"AUTH Astronomical Station, Cyprus",32.840167,0.820914,0.569524
M73,"Eden Emirates Observatory, Abu Dhabi",54.74531,0.917018,0.397539
M75,"Online observatory, Peschany",39.51155,0.699085,0.712651
M77,Mezmay Comet Search Center,39.96553,0.71811,0.693769
M90,Chervishevo,65.4286,0.54672,0.83452
N27,Omsk-Yogik Observatory,73.7253,0.57847,0.81298
N30,"Zeds Astronomical Observatory, Lahore",74.3694,0.85369,0.51909
N31,"Eden Astronomical Observatory, Lahore",74.44422,0.853321,0.51969
N42,Tien-Shan Astronomical Observatory,76.97181,0.732126,0.679511
N43,"Plateau Observatory for Dome A, Kunlun Station",77.1167,0.16712,-0.98328
N44,"Shache Station, Langan Village",77.13931,0.785023,0.617693
N50,"Himalayan Chandra Telescope, IAO, Hanle",78.96383,0.842176,0.538692
N51,"GROWTH India Telescope, IAO, Hanle",78.96461,0.842178,0.538687
N53,International Liquid Mirror Telescope,79.6853,0.8725717,0.4876117
N54,"Purple Mountain Observatory, Jiama\'erdeng Station",80.02674,0.846505,0.532071
N55,"Corona Borealis Observatory, Ngari, Tibet",80.02623,0.846497,0.532089
N56,"Jiama\'erdeng Tianwentai JIST project, Ali, Tibet",80.02675,0.846503,0.532073
N57,"YLT, NAOC",80.046,0.846724,0.53182
N82,Multa Observatory,85.95494,0.641844,0.76445
N83,"LW-1, NAOC-Korla",86.23504,0.749549,0.659927
N85,Megrez-NAOC,87.177014,0.7270457,0.6847488
N86,"Xingming Observatory-KATS, Nanshan",87.17852,0.72707,0.684719
N87,"Nanshan Station, Xinjiang Observatory",87.17503,0.727076,0.68472
N88,"Xingming Observatory #3, Nanshan",87.17322,0.727098,0.684697
N89,"Xingming Observatory #2, Nanshan",87.17906,0.727107,0.684682
N94,Altay Astronomical Observatory,88.72792,0.675788,0.734831
O02,"Galaxy Tibet YBJ Observatory,Yangbajing",90.52614,0.866434,0.498958
O17,"Purple Mountain Observatory, Lenghu-1",93.88669,0.783127,0.62073
O18,"WFST, Lenghu",93.89522,0.782966,0.621021
O37,"TRT-NEO, Chiangmai",98.48553,0.948521,0.316891
O38,"Purple Mountain Observatory, Dayao",101.04528,0.902014,0.431157
O39,"BOOTES-4, Lijiang",100.031056,0.894458,0.446769
O40,"Xingyuan, Daocheng",100.22861,0.875727,0.482435
O41,"Choakanan Observatory, Lampang",99.46556,0.949569,0.312613
O42,"Gaomeigu Gemini Observatory, LiJiang",100.029,0.894239,0.447183
O43,"Observatori Negara, Langkawi",99.78111,0.994005,0.109127
O44,"Lijiang Station, Yunnan Observatories",100.02973,0.894468,0.446765
O45,"Yunnan-HK Observatory, Gaomeigu",100.03261,0.894444,0.446808
O46,Daocheng Glacier Observatory,100.22664,0.875738,0.482415
O47,"Yunling Observatory, Yunnan",101.13415,0.902535,0.429998
O48,"Purple Mountain Observatory, Yaoan (0.8-m)",101.18154,0.903223,0.428442
O49,"Purple Mountain Observatory, Yaoan Station",101.18111,0.903206,0.428474
O50,"Hin Hua Observatory, Klang",101.43942,0.998617,0.052565
O51,"Akin Observatory, Rayong",101.27869,0.975556,0.218996
O52,"Astro820, Samut Prakan",100.72972,0.972224,0.23325
O53,"Pakchong, Nachonratchasima",101.40403,0.967655,0.25161
O54,"TSky Observatory, Chonburi",100.94939,0.97337,0.22846
O55,"Telok Kemang Observatory, Port Dickson",101.8545,0.9991,0.042381
O56,"Jaichalad-Pailin Observatory, Nakhonratchasima",101.454556,0.967528,0.252097
O57,ROP KKN Observatory,102.63094,0.957811,0.286532
O58,"SSTAC, Pak Chong",101.454131,0.9675276,0.2520966
O68,"LW-2, NAOC-Zhongwei",105.3309,0.793121,0.607347
O72,"OWL-Net, Songino",106.33476,0.672017,0.738399
O75,ISON-Hureltogoot Observatory,107.0518,0.672284,0.738151
O85,"LiShan Observatory, Lintong",109.213,0.826583,0.561181
P07,"Space Surveillance Telescope, HEH Station",114.08987,0.928304,-0.370597
P13,"Baihuashan Observatory, Beijing",115.57333,0.769058,0.637315
P14,"Nedlands Observatory, Perth",115.81167,0.848989,-0.526638
P18,"Birch Forest Observatory, LaBaGouMen",116.61083,0.75701,0.651328
P21,"6R-AUS1, Youndegin",117.28146,0.85054,-0.524246
P22,"LW-3, NAOC-Xinglong",117.57588,0.762782,0.644702
P25,"Kinmen Educational Remote Observatory, Jincheng",118.31274,0.910976,0.411089
P30,"Jiangnantianchi Observatory, Anji",119.59708,0.862775,0.504181
P31,"Starlight Observatory, Tianhuangping",119.59736,0.862772,0.504189
P34,"Lvye Observatory, Suzhou",120.32031,0.85504,0.516826
P35,"Cuteip Remote Observatory, Changhua",120.55699,0.913398,0.405722
P36,"ULTRA Observatory,Suzhou",120.62669,0.855207,0.516553
P37,"HuiWen High School Observatory, Taichung City",120.63972,0.91298,0.406672
P38,"Checheng Elementary School Observatory, Checheng",120.71429,0.927137,0.373477
P40,"Chinese Culture University, Taipei",121.53958,0.905916,0.422185
P41,"Merak, NAOC",121.786,0.797583,0.601303
P48,"ASTEP, Concordia Station",123.32403,0.258064,-0.963413
P61,Jilin Observatory,126.33047,0.722664,0.688958
P62,Jeonbuk Science High School Observatory,127.03597,0.809823,0.584732
P63,"GSA Observatory, Gwangju",126.8475,0.817778,0.573621
P64,"GSHS Observatory, Suwon",127.00489,0.796371,0.602805
P65,"OWL-Net, Daedeok",127.37568,0.805889,0.590124
P66,Deokheung Optical Astronomy Observatory,127.44675,0.824763,0.563603
P67,Kangwon National University Observatory,127.7415,0.7904,0.61057
P68,Daejeon Dongsin Science Highschool Biryong Observatory,127.4744,0.806556,0.589222
P69,ChungBuk National University Observatory,127.47561,0.801895,0.595484
P71,Miryang Arirang Astronomical Observatory,128.76108,0.815026,0.57752
P72,"OWL-Net, Mt. Bohyun",128.97595,0.808423,0.586939
P73,"BSH Byulsem Observatory, Busan",129.082,0.81744,0.57412
P87,"Hirao Observatory, Yamaguchi",132.09419,0.830358,0.555374
P93,"Space Tracking and Communications Center, JAXA",133.54433,0.823371,0.565729
Q02,"Sakai Observatory, Osaka",135.49344,0.825315,0.562809
Q06,"Tarui Observatory, Tarui",136.49547,0.816116,0.57599
Q10,Toyokawa Observatory,137.32944,0.821623,0.568142
Q11,Shinshiro,137.52069,0.820236,0.570158
Q12,Nagano Observatory,137.82536,0.805147,0.591292
Q14,Goto Astronomical Observatory in Yatsugatake,138.30444,0.811183,0.583125
Q19,Machida,139.439,0.8143,0.57852
Q20,"Swan Reach Imaging, Glenalta",139.57008,0.824585,-0.563856
Q21,Southern Utsunomiya,139.85335,0.804747,0.591654
Q22,"SNX-NET, Moorook",140.34192,0.827286,-0.559911
Q23,Sukagawa,140.386464,0.7965355,0.6026393
Q24,Katori,140.5235,0.810991,0.583108
Q33,"Nayoro Observatory, Hokkaido University",142.48278,0.715989,0.695814
Q38,Swan Hill,143.5506,0.81654,-0.57538
Q54,"Harlingten Telescope, Greenhill Observatory",147.28772,0.73929,-0.671278
Q55,"SkyMapper, Siding Spring",149.06142,0.855643,-0.516191
Q56,"Heaven\'s Mirror Observatory, Yass",148.97642,0.82148,-0.568478
Q57,Korea Microlensing Telescope Network-SSO,149.06173,0.855649,-0.516175
Q58,Siding Spring-LCO Clamshell #1,149.07085,0.855632,-0.516199
Q59,Siding Spring-LCO Clamshell #2,149.07081,0.855626,-0.516197
Q60,"ISON-SSO Observatory, Siding Spring",149.069,0.855626,-0.516198
Q61,"PROMPT, Siding Spring",149.0619,0.85564,-0.51618
Q62,"iTelescope Observatory, Siding Spring",149.06442,0.855629,-0.516206
Q63,Siding Spring-LCO A,149.07064,0.855632,-0.516202
Q64,Siding Spring-LCO B,149.07078,0.855632,-0.516202
Q65,Warrumbungle Observatory,149.19313,0.855519,-0.516201
Q66,"Siding Spring-Janess-G, JAXA",149.06425,0.855627,-0.516205
Q67,"JBL Observatory, Bathurst",149.49233,0.835816,-0.547369
Q68,"Blue Mountains Observatory, Leura",150.33742,0.832917,-0.551813
Q69,Hazelbrook,150.44933,0.832777,-0.551945
Q70,"Glenlee Observatory, Glenlee",150.50044,0.919153,-0.392623
Q71,"SNX-NET, Siding Spring",149.069808,0.855626,-0.516205
Q73,"Buckthorn, Thornton",151.64894,0.841722,-0.538113
Q78,"Woogaroo Observatory, Forest Lake",152.94789,0.886807,-0.460619
Q79,Samford Valley Observatory,152.8481,0.88871,-0.45696
Q80,Birkdale,153.216,0.88762,-0.45904
Q81,Caloundra West,153.09622,0.893194,-0.448181
R13,GOTO North,-17.879289,0.8776504,0.4784737
R14,VillaDeMazoElHoyo,-17.76794,0.878518,0.476188
R16,"Tafuriaste, La Orotava",-16.53536,0.880457,0.472653
R17,ATLAS-TDO,-16.51031,0.881484,0.47143
R20,"LaMelira, Las Palmas de Gran Canaria",-15.42289,0.88236,0.469022
R44,Metis Trevinca Skies,-6.988356,0.7418126,0.6686651
R45,"Tycho Brahe, Trevinca",-6.98842,0.741811,0.668654
R49,"Observatorio Villuercas-Navezuelas, Navezuelas (CC)",-5.439519,0.7726502,0.6329469
R50,"Obsservatorio astronomico Orion, San Agustin del Pozo",-5.593425,0.7456973,0.6642282
R51,"Astrogredos Observatory, Arenas de San Pedro",-5.08192,0.765253,0.641682
R52,"Observatorio IES Al-Baytar, Benalmadena",-4.53497,0.803836,0.592881
R53,"Pinos, Alhaurin de la Torre",-4.58667,0.803227,0.593731
R56,"Scott Street Observatory, Lake Tekapo",170.48389,0.720473,-0.691324
R57,"Aorangi Iti Observatory, Lake Tekapo",170.47278,0.720489,-0.691309
R58,"Beverly-Begg Observatory, Dunedin",170.49039,0.697579,-0.714138
R59,"Camarasa Observatory, Astrocamp Nerpio",-2.326575,0.7874407,0.6147444
R60,"MonitorMyPlanet, Nerpio",-2.32656,0.787445,0.61475
R61,Landete-Kea,-1.3695,0.768299,0.638201
R62,"lama'stro, Le Genest-Saint-Isle",-0.88661,0.669125,0.740688
R63,"Observatorio Sureste Estelar, Fuente Alamo",-1.22011,0.792058,0.608451
R64,Steyning Observatory,-0.332475,0.6321251,0.7722818
R65,"R. F. Joyce Observatory, Christchurch",172.34981,0.726556,-0.68483
R66,"Mooray Observatory, Christchurch",172.58761,0.726587,-0.684777
R67,"Chinon Private Observatory, Chinon",0.28344,0.681028,0.729829
R68,Bourgeon Observatory,-0.323203,0.6930257,0.7185227
R69,SAT01-Mntlouis sur Loire,0.80258,0.678413,0.73224
R70,"WATCH, Beychac Et Caillau",-0.37964,0.709877,0.701989
R71,"Erchico, San Vicente Del Raspeig",-0.495461,0.7846132,0.6179464
R72,"RubiObservatory, Rubi",2.03528,0.750193,0.659046
R73,"Observatoire de Tauxigny, Tauxigny",0.83289,0.680384,0.730428
R76,"LEPTINA-ONE, Estinnes-au-val",4.10667,0.63848,0.767079
R77,"Observatoire de l'etoile qui rit, St Martin de Londres",3.72744,0.723117,0.68847
R78,"Crystal Lake Observatory, Ngutunui",175.09104,0.788021,-0.613626
R79,"Observatoire Hubert Reeves, Mars",4.33403,0.708332,0.703766
R80,Observatoire International de Beauvert,4.41089,0.708799,0.703289
R83,"Observatoire Banon La Tuilerie, Banon",5.64647,0.720583,0.691196
R85,"Telescope Leonard de Vinci, GAPRA, Antibes",7.071806,0.725295,0.6861706
R86,"Mont-Soleil, Saint-Imier",6.989467,0.6812703,0.7298614
R87,Observatoire de la Cote d\'Azur,6.922939,0.723628,0.6881759
R88,"La Porte des Etoiles, Corgemont",7.14447,0.680871,0.730105
R92,Osterholz-Scharmbeck,8.78094,0.600059,0.797286
R93,"Sanse Observatory, San Sebastiano Curone",9.06719,0.710955,0.700966
R95,"Fiammetta Observatory, La Spezia",9.790453,0.7189411,0.6928279
R97,Baudenbach,10.53953,0.649091,0.758232
R99,"Giuliano Betti Observatory, Firenze",11.23808,0.723496,0.688038
S04,"Osservatorio Astronomico Narciso Spuntoni, Tivoli Terme",12.71285,0.744787,0.6650928
S16,ASI Matera Flyeye,16.705,0.759851,0.648047
S24,"Szilard Leo Observatory, Bujak",19.546833,0.6719017,0.7382045
S30,"Zenit, Hajduboszormeny",21.49744,0.674553,0.735785
S42,Institute of Space Science Magurele,26.02889,0.716302,0.695479
S43,"StarBlazer Observatory, Bucharest",26.0225,0.714576,0.697241
S47,"AlfaStar Observatory, Alfatar",27.29661,0.721431,0.690213
S61,"Mykolaiv, 0.3m f/5 Telescope",31.973315,0.6835818,0.7274438
S86,Alamri astronomical observatory,40.325,0.91876,0.393856
S89,"FASTAU, Astrofarm Astroverts",41.42533,0.72519,0.687159
S93,INASAN-Kislovodsk Observatory,42.66639,0.7238436,0.6881251
T02,"SNX-NET, Wailuku",-156.50428,0.934614,0.354517
T03,Haleakala-LCO Clamshell #3,-156.25753,0.93624,0.351538
T04,Haleakala-LCO OGG B #2,-156.25751,0.936241,0.351538
