spkid,H,diameter
20312942,17.36,\N
20312956,19.49,\N
20313276,19.86,\N
20313538,18.32,\N
20313548,19.34,\N
20313552,20.95,\N
20313809,19.28,\N
20314079,19.67,\N
20314082,17.50,\N
20314212,18.57,\N
20315020,18.72,\N
20315098,16.67,0.993
20315508,20.14,0.836
20316695,18.92,\N
20317212,18.94,\N
20317255,19.87,\N
20317643,18.38,\N
20317685,18.22,\N
20318050,18.87,\N
20318160,18.39,\N
20318411,17.10,\N
20318450,20.10,\N
20319988,19.47,\N
20320378,21.32,\N
20322652,16.79,\N
20322705,19.33,\N
20322756,19.23,\N
20322763,17.21,1.252
20322775,17.27,1.632
20322913,16.89,\N
20322966,17.02,\N
20323179,18.10,1.170
20323300,19.63,\N
20325102,20.17,0.361
20325395,17.43,\N
20325769,17.88,\N
20326290,21.83,\N
20326291,19.00,\N
20326302,20.58,\N
20326332,18.20,\N
20326354,22.78,\N
20326386,18.58,\N
20326388,18.38,1.142
20326683,18.48,0.518
20326732,17.66,\N
20326742,18.15,\N
20326777,17.77,\N
20326946,18.48,\N
20327140,19.89,\N
20328059,19.62,\N
20329275,20.09,\N
20329291,19.23,\N
20329338,19.26,\N
20329340,19.32,\N
20329343,20.14,\N
20329390,19.35,\N
20329395,17.77,\N
20329437,19.41,\N
20329520,19.86,\N
20329571,18.93,\N
20329614,17.77,\N
20329669,16.72,\N
20329713,18.81,\N
20329770,17.94,\N
20329774,16.73,\N
20329915,17.05,1.012
20330233,18.82,\N
20330659,23.01,\N
20330809,19.30,\N
20330825,16.42,\N
20331471,15.52,\N
20331509,18.23,\N
20331510,17.65,\N
20331769,19.85,\N
20331792,15.90,1.275
20331876,20.56,\N
20331963,17.66,\N
20331990,19.76,\N
20331999,19.29,\N
20332408,17.82,\N
20332446,19.68,\N
20332775,19.70,0.467
20333284,18.09,\N
20333311,19.07,\N
20333358,19.64,\N
20333478,18.05,\N
20333480,20.28,\N
20333510,18.82,\N
20333521,20.09,\N
20333555,17.40,\N
20333578,20.18,0.204
20333707,19.42,\N
20333755,19.33,\N
20333888,16.81,\N
20333889,18.24,0.919
20333908,17.86,\N
20334412,20.32,\N
20334673,17.98,0.570
20335746,18.32,\N
20335758,19.68,\N
20337053,19.04,\N
20337069,18.67,\N
20337075,19.81,\N
20337084,19.76,\N
20337118,18.36,\N
20337119,18.60,0.521
20337248,20.08,0.846
20337252,20.82,\N
20337345,20.67,\N
20337557,18.61,\N
20337558,19.44,\N
20337866,18.80,\N
20338049,17.29,\N
20338172,17.41,\N
20338176,16.83,\N
20338292,19.11,\N
20338347,18.31,1.420
20338567,19.35,\N
20339492,18.39,\N
20339714,20.36,\N
20339715,18.97,\N
20340048,19.04,\N
20340291,19.88,\N
20340666,17.79,\N
20341050,20.42,\N
20341816,17.54,\N
20341843,20.05,0.40
20342866,20.24,\N
20343098,18.66,\N
20343158,16.31,\N
20343166,17.42,0.670
20344074,19.00,\N
20344076,18.99,\N
20344133,18.67,\N
20344143,18.40,\N
20344756,20.75,\N
20345646,19.74,0.413
20345705,18.58,0.406
20345722,18.23,0.653
20345813,17.80,1.377
20345853,16.31,\N
20347634,19.65,\N
20347813,17.64,\N
20348304,17.84,\N
20348306,21.51,\N
20348314,18.00,\N
20348400,17.25,\N
20348461,17.08,\N
20348595,19.05,\N
20348776,19.19,\N
20349063,17.45,\N
20349068,18.30,0.496
20349074,18.39,1.081
20349219,18.13,0.583
20349507,18.50,\N
20349925,17.34,0.920
20349928,18.47,\N
20350462,22.10,\N
20350513,18.06,1.77
20350523,21.16,\N
20350536,20.00,\N
20350713,20.73,\N
20350751,20.82,\N
20350964,18.78,\N
20350988,16.84,\N
20351278,18.87,\N
20351331,18.94,\N
20351340,18.12,\N
20351370,17.18,\N
20351508,19.77,\N
20351545,19.81,\N
20351815,18.34,\N
20352102,19.26,\N
20352143,17.16,\N
20353190,19.84,\N
20353938,18.33,\N
20353947,18.77,\N
20354030,18.61,\N
20354101,19.27,\N
20354127,19.30,\N
20354182,20.77,\N
20354332,18.26,\N
20354663,16.25,\N
20354713,16.83,\N
20354876,18.45,\N
20354952,19.23,\N
20355046,19.63,\N
20355256,16.78,\N
20355770,18.35,1.199
20356285,17.33,\N
20356394,17.46,1.071
20356991,19.07,\N
20357005,17.99,\N
20357022,19.07,0.432
20357024,19.47,0.255
20357028,19.46,\N
20357058,20.13,\N
20357311,16.71,\N
20357414,18.32,\N
20357439,19.29,\N
20357594,19.63,\N
20357618,19.07,\N
20357621,18.83,\N
20357622,20.32,\N
20358453,19.83,\N
20358471,19.17,\N
20358744,18.99,\N
20359170,19.95,\N
20359242,19.02,\N
20359369,18.52,\N
20359592,20.06,\N
20360191,21.08,0.4
20360192,19.16,\N
20360433,17.79,\N
20360502,20.77,\N
20361071,15.56,\N
20361123,20.26,\N
20361518,17.13,\N
20361532,19.26,\N
20361538,18.67,0.479
20361611,18.31,\N
20361689,19.46,\N
20361754,19.18,\N
20361861,16.98,\N
20362310,18.01,\N
20363024,19.42,0.558
20363027,19.58,0.578
20363067,19.21,\N
20363069,19.65,\N
20363071,20.27,\N
20363075,17.80,\N
20363076,17.99,\N
20363084,20.21,\N
20363116,20.32,\N
20363163,17.65,\N
20363267,20.05,\N
20363298,18.51,\N
20363305,21.42,\N
20363344,19.96,\N
20363505,18.47,1.876
20363599,21.05,0.152
20363617,18.38,\N
20363626,18.92,0.633
20363734,18.83,\N
20363790,17.85,\N
20363814,17.97,1.105
20363831,19.33,0.371
20364136,20.18,\N
20364762,19.38,1.047
20364877,17.34,0.786
20365014,20.09,\N
20365071,18.18,0.674
20365246,15.87,\N
20365424,21.91,0.212
20365449,20.28,0.215
20366470,19.48,\N
20366615,16.85,\N
20366733,19.06,\N
20366746,20.16,\N
20366774,17.87,0.859
20366833,16.72,\N
20367248,20.21,0.386
20367390,19.03,\N
20367525,17.81,\N
20367638,18.33,\N
20367684,18.07,0.498
20367789,21.77,\N
20367943,24.19,\N
20368184,19.36,0.381
20368203,20.56,\N
20368565,20.02,\N
20368664,18.69,\N
20368790,19.88,\N
20368949,19.60,\N
20369057,21.32,\N
20369264,16.34,1.515
20369296,18.08,\N
20369452,17.89,\N
20369454,19.09,0.846
20369983,20.15,\N
20369984,18.96,\N
20369986,20.44,\N
20370037,19.50,\N
20370061,17.82,\N
20370307,16.97,\N
20370688,17.38,\N
20370702,17.47,\N
20371336,17.38,1.137
20371660,21.09,0.230
20371973,19.56,\N
20373135,19.52,1.050
20373393,19.18,\N
20373428,18.64,\N
20373503,20.21,\N
20373579,19.14,\N
20374038,17.20,\N
20374158,18.64,\N
20374188,17.42,\N
20374267,18.91,\N
20374449,19.39,0.414
20374851,16.71,\N
20374855,20.11,\N
20375054,20.81,\N
20375103,18.50,\N
20375505,20.20,\N
20375657,21.49,\N
20376707,17.00,\N
20376729,19.08,\N
20376775,18.39,\N
20376778,17.32,\N
20376788,19.55,\N
20376848,19.61,\N
20376864,20.26,\N
20376879,22.35,\N
20376883,19.48,\N
20377097,19.71,\N
20377732,17.06,0.986
20377972,19.38,\N
20378124,18.23,\N
20378160,19.69,\N
20378358,19.33,\N
20378526,20.33,\N
20378610,17.42,\N
20378842,19.78,\N
20380128,20.27,\N
20380160,17.78,\N
20380188,18.81,1.312
20380205,19.39,\N
20380321,18.26,\N
20380359,17.28,\N
20380455,17.55,\N
20380476,19.37,\N
20380524,20.17,\N
20380636,19.76,\N
20380818,20.67,\N
20380929,19.66,\N
20380981,18.64,\N
20381181,19.68,0.602
20381564,18.25,\N
20381677,18.36,0.472
20381906,17.80,0.520
20381989,19.87,0.783
20382395,16.40,\N
20382406,20.57,\N
20382459,19.49,\N
20382503,19.22,\N
20382625,18.38,\N
20382745,20.42,\N
20382758,20.20,\N
20382825,19.30,\N
20382875,21.73,\N
20383610,18.46,\N
20385186,17.64,0.811
20385252,19.41,\N
20385268,15.81,3.2
20385343,16.55,1.359
20385402,17.19,1.597
20385423,19.21,\N
20385497,18.90,\N
20385580,16.20,\N
20385605,18.97,\N
20385843,20.57,\N
20386259,15.69,\N
20386281,17.91,\N
20386298,20.07,\N
20386454,20.03,0.367
20386504,18.72,\N
20386720,17.04,0.964
20386847,18.06,0.663
20387505,18.78,1.060
20387648,19.36,\N
20387668,20.51,\N
20387717,19.26,\N
20387733,18.93,0.344
20387746,20.13,0.366
20387793,16.61,\N
20387816,19.36,\N
20387871,19.14,\N
20388185,17.79,2.750
20388188,19.00,\N
20388189,20.53,0.315
20388468,18.30,\N
20388567,17.92,\N
20388798,18.44,\N
20388838,19.62,0.378
20388945,20.44,\N
20389694,18.20,0.451
20390522,20.18,\N
20390536,18.41,\N
20390725,19.69,0.293
20390929,20.44,\N
20391033,19.09,\N
20391151,17.23,1.745
20391211,18.48,0.412
20391275,17.96,\N
20391449,18.43,\N
20391451,19.31,\N
20391508,19.11,\N
20392211,17.58,\N
20392476,19.11,\N
20392704,18.95,\N
20393359,19.44,0.774
20393569,20.30,0.551
20393908,17.44,\N
20394130,17.22,1.218
20394155,20.05,\N
20394392,18.37,0.636
20394783,19.80,\N
20395143,18.95,0.636
20395207,19.61,0.724
20395289,18.23,\N
20396593,19.06,\N
20396730,18.53,\N
20396793,20.01,\N
20396794,17.71,\N
20397237,16.76,1.180
20397326,19.09,\N
20397471,18.19,\N
20397474,17.11,\N
20397847,18.70,\N
20398188,19.33,0.462
20399307,18.86,\N
20399308,20.62,\N
20399325,20.18,0.669
20399433,18.58,1.339
20399446,20.67,\N
20399457,19.30,\N
20399611,19.20,\N
20399774,18.80,\N
20401856,20.27,\N
20401857,16.14,4.2
20401885,20.42,\N
20401925,18.48,0.475
20401954,18.89,\N
20401998,18.42,\N
20402267,17.07,\N
20403039,19.83,\N
20403247,19.24,\N
20403775,20.90,\N
20404108,15.45,\N
20405189,20.80,\N
20405212,18.04,\N
20405427,18.09,\N
20405562,18.21,\N
20405762,20.27,\N
20406213,20.34,\N
20406952,17.11,0.772
20407324,20.58,0.281
20407338,18.17,\N
20407653,17.07,\N
20407656,18.21,\N
20408751,19.02,0.399
20408752,17.23,\N
20408792,20.56,\N
20408869,19.06,\N
20408980,18.71,\N
20408982,20.78,\N
20409204,18.75,\N
20409256,18.42,1.887
20409266,21.29,\N
20409342,19.89,\N
20409836,18.07,0.554
20409934,18.59,\N
20410088,18.20,1.032
20410195,18.38,\N
20410622,21.72,\N
20410627,20.91,\N
20410649,20.82,\N
20410650,18.52,\N
20410777,22.18,0.472
20410778,18.15,1.457
20410832,19.28,\N
20411165,22.09,0.159
20411201,17.80,0.658
20411280,19.30,\N
20411611,18.75,0.358
20411655,18.56,\N
20412976,19.91,\N
20412977,19.57,\N
20412983,20.16,\N
20412995,20.06,\N
20413002,18.86,\N
20413021,19.45,\N
20413038,16.94,1.237
20413091,18.22,\N
20413123,18.99,1.258
20413192,16.91,2.160
20413216,18.84,\N
20413260,19.57,\N
20413421,18.27,1.900
20413563,17.63,\N
20413577,20.34,\N
20413820,19.65,0.659
20413989,19.07,\N
20414286,18.59,0.369
20414287,17.73,1.974
20414429,18.02,2.866
20414532,16.86,\N
20414586,16.13,0.996
20414746,17.86,1.800
20414772,19.14,1.466
20414800,20.70,\N
20414903,17.43,\N
20414960,20.02,\N
20414990,21.90,\N
20415027,18.37,\N
20415029,15.93,\N
20415267,18.34,\N
20415710,18.55,\N
20415711,19.01,0.346
20415713,20.00,\N
20415715,18.13,\N
20415745,19.34,\N
20415746,17.99,\N
20415949,19.37,\N
20415986,18.03,1.072
20415987,19.20,\N
20416002,20.49,\N
20416032,20.81,\N
20416071,18.05,0.803
20416151,20.67,\N
20416186,19.41,\N
20416195,19.44,\N
20416217,20.57,\N
20416224,18.07,\N
20416231,18.65,\N
20416283,21.62,\N
20416567,17.13,2.538
20416584,18.98,\N
20416591,18.66,\N
20416675,17.76,\N
20416680,18.57,\N
20416694,17.67,2.292
20416801,19.64,0.906
20416804,18.68,\N
20416851,18.90,\N
20417167,19.01,\N
20417201,19.71,\N
20417210,20.55,\N
20417211,18.26,\N
20417217,19.52,\N
20417264,17.06,1.930
20417419,20.92,\N
20417581,17.39,\N
20417612,18.43,\N
20417634,18.57,0.418
20417655,19.90,\N
20417816,20.27,\N
20417871,18.34,\N
20417874,18.12,\N
20417949,18.81,\N
20418094,19.65,0.890
20418135,19.37,\N
20418198,18.93,\N
20418233,18.20,\N
20418265,16.49,\N
20418416,20.29,\N
20418797,19.41,0.789
20418846,21.38,\N
20418849,20.47,\N
20418896,19.48,\N
20418900,19.20,\N
20418929,17.03,1.432
20419022,18.39,\N
20419464,18.72,\N
20419472,19.97,0.459
20419624,20.44,0.357
20419829,17.99,\N
20419880,19.83,0.982
20419922,17.73,\N
20420048,18.88,\N
20420187,18.16,\N
20420210,20.43,\N
20420262,20.17,\N
20420286,18.65,\N
20420302,17.79,\N
20420591,19.49,\N
20420738,20.84,\N
20422637,18.14,\N
20422638,21.09,0.193
20422659,19.96,\N
20422686,21.60,0.176
20422699,18.28,0.619
20422787,17.03,\N
20422977,20.11,\N
20423022,18.92,\N
20423100,18.45,\N
20423210,19.16,\N
20423321,20.90,0.202
20423709,19.75,\N
20423747,18.95,\N
20424089,17.56,2.314
20424392,22.11,0.239
20424482,19.59,\N
20424532,17.95,\N
20424965,18.76,\N
20424969,20.64,\N
20425047,18.23,\N
20425250,21.18,\N
20425450,19.59,\N
20425713,19.57,\N
20425755,21.12,\N
20426071,19.93,\N
20426082,20.12,\N
20427499,19.21,\N
20427621,18.33,\N
20427643,17.32,\N
20427684,20.23,\N
20427778,20.10,\N
20428086,16.33,\N
20428209,20.11,\N
20428223,16.02,2.525
20428681,17.91,\N
20428694,19.30,\N
20429073,17.23,2.498
20429094,20.06,\N
20429382,18.34,0.448
20429389,21.66,\N
20429584,19.80,\N
20429733,16.55,\N
20429736,20.25,\N
20429746,17.27,1.275
20430439,19.80,\N
20430440,17.65,\N
20430544,18.73,\N
20430552,17.95,\N
20430802,21.15,\N
20430804,17.89,\N
20431107,17.69,1.266
20431394,19.54,\N
20431698,18.29,\N
20431760,18.10,\N
20431775,18.74,\N
20431776,17.84,\N
20432226,18.62,\N
20432509,19.48,\N
20432655,19.76,\N
20433303,22.09,\N
20433939,21.17,\N
20433953,20.91,0.259
20433960,19.91,\N
20433992,17.93,0.827
20434007,18.55,\N
20434051,19.77,\N
20434053,20.72,\N
20434096,18.15,0.528
20434154,19.77,\N
20434188,19.09,\N
20434196,21.56,\N
20434313,19.40,\N
20434326,18.48,\N
20434344,19.87,\N
20434500,21.21,\N
20434632,19.88,1.150
20434633,20.70,0.310
20434677,17.45,\N
20434734,20.01,\N
20434740,19.49,0.997
20434751,18.58,\N
20434786,18.14,\N
20435058,20.21,\N
20435138,16.87,\N
20435159,17.13,\N
20435302,18.32,\N
20435404,18.63,0.921
20435441,19.98,\N
20435548,18.87,\N
20435730,19.06,\N
20436030,19.42,0.295
20436035,20.09,\N
20436037,18.68,\N
20436094,19.13,\N
20436116,21.21,\N
20436324,19.44,0.369
20436325,18.36,0.452
20436329,20.09,0.622
20436568,17.22,\N
20436654,19.28,\N
20436671,18.00,2.159
20436724,19.98,\N
20436761,18.20,2.773
20436763,18.14,\N
20436764,19.50,\N
20436771,19.03,\N
20436774,18.41,\N
20436775,16.85,\N
20437316,18.48,\N
20437841,21.00,\N
20437844,21.01,\N
20437846,19.45,\N
20437879,17.72,1.820
20437905,19.98,\N
20437908,19.50,\N
20437965,19.49,\N
20437994,17.48,1.078
20438017,18.54,\N
20438105,18.77,\N
20438107,18.36,0.663
20438116,17.36,\N
20438317,19.91,\N
20438429,18.87,\N
20438430,20.11,\N
20438452,19.25,\N
20438661,19.22,\N
20438897,18.83,0.946
20438902,17.50,2.226
20438908,20.63,\N
20438955,21.01,\N
20438990,18.34,0.818
20439313,19.66,\N
20439437,18.94,\N
20439854,18.73,\N
20439877,19.69,\N
20439889,20.38,0.590
20439898,19.99,0.530
20439908,19.41,\N
20440012,19.61,\N
20440212,18.97,\N
20441058,16.54,\N
20441103,18.19,\N
20441304,21.03,\N
20441641,18.67,\N
20441823,22.11,\N
20441825,18.40,\N
20441952,18.39,2.246
20441987,21.35,0.228
20442037,19.26,0.695
20442177,19.94,\N
20442243,18.09,\N
20442523,19.50,\N
20442559,18.19,\N
20442605,19.29,0.440
20442609,17.62,\N
20442742,17.81,2.003
20443103,17.97,\N
20443104,24.16,\N
20443806,21.72,0.288
20443837,19.68,0.253
20443880,19.38,0.228
20443923,17.57,3.316
20443972,19.66,\N
20444004,20.58,\N
20444185,19.21,\N
20444193,18.19,0.437
20444584,20.25,\N
20444627,19.08,\N
20444628,19.51,\N
20444935,19.33,\N
20445025,17.43,2.098
20445267,19.57,\N
20445305,19.81,0.762
20445775,18.61,\N
20445830,22.23,\N
20445974,20.29,\N
20446789,20.91,\N
20446791,18.46,\N
20446804,19.59,\N
20446826,18.65,\N
20446833,20.95,\N
20446862,20.53,\N
20446924,20.16,\N
20446935,18.25,\N
20446938,20.18,\N
20446955,20.23,\N
20446963,19.50,\N
20447221,20.82,\N
20447655,19.98,\N
20447755,19.69,\N
20447795,17.91,\N
20447903,18.58,\N
20447977,18.69,\N
20448003,19.58,\N
20448628,20.33,\N
20448721,20.97,\N
20448724,19.55,\N
20448818,17.80,\N
20448972,17.19,\N
20449074,19.32,\N
20449089,20.16,\N
20449107,19.72,\N
20450142,19.88,\N
20450143,19.51,\N
20450159,19.03,0.735
20450160,16.75,\N
20450185,20.14,\N
20450203,20.07,\N
20450237,23.18,0.096
20450238,18.35,1.250
20450259,19.93,\N
20450263,18.80,\N
20450270,20.60,\N
20450293,18.83,\N
20450300,20.68,\N
20450648,19.56,\N
20450649,19.42,\N
20450779,17.80,\N
20450894,18.17,\N
20451003,19.49,\N
20451124,18.08,2.188
20451157,21.13,\N
20451217,17.00,2.720
20451297,19.22,\N
20451370,21.48,\N
20451397,17.22,\N
20452302,20.23,\N
20452307,18.43,\N
20452313,18.60,1.514
20452314,19.05,\N
20452334,21.07,\N
20452376,19.97,\N
20452389,18.15,0.846
20452397,20.26,\N
20452421,18.56,\N
20452474,18.59,\N
20452561,17.58,\N
20452639,18.14,2.249
20452807,21.52,\N
20453100,18.92,\N
20453309,19.51,\N
20453563,20.22,\N
20453687,19.39,0.948
20453707,18.73,0.495
20453729,18.81,\N
20453778,18.52,\N
20454078,17.39,2.959
20454094,21.87,0.167
20454100,20.18,0.548
20454101,20.45,\N
20454177,15.96,\N
20454266,18.93,\N
20455146,19.66,\N
20455148,21.12,\N
20455157,17.25,\N
20455176,20.71,\N
20455184,21.23,\N
20455185,17.35,0.599
20455192,18.36,1.082
20455193,18.54,\N
20455199,19.96,\N
20455213,18.16,\N
20455299,18.05,0.537
20455322,17.62,\N
20455407,19.86,\N
20455415,21.45,\N
20455426,18.76,0.685
20455432,18.32,\N
20455550,17.26,\N
20455554,18.02,\N
20455588,20.64,\N
20455591,18.66,\N
20455594,17.91,1.625
20455659,21.60,\N
20455687,19.29,\N
20455736,17.86,\N
20455795,18.84,1.242
20455956,20.79,\N
20456051,18.80,\N
20456301,18.73,\N
20456536,19.02,\N
20456537,19.63,0.308
20456618,19.78,\N
20456651,18.37,\N
20456863,19.75,\N
20456898,17.41,\N
20456938,20.98,\N
20456946,21.31,\N
20456973,18.12,\N
20457059,20.05,\N
20457212,19.85,\N
20457260,17.89,\N
20457647,17.90,1.958
20457662,22.00,\N
20457663,20.28,\N
20457768,18.38,\N
20457912,19.62,\N
20458062,18.88,\N
20458116,20.29,\N
20458122,17.55,\N
20458135,20.27,0.304
20458198,19.08,\N
20458368,18.51,\N
20458375,21.32,\N
20458418,19.47,\N
20458436,17.45,1.102
20458452,19.77,\N
20458723,19.48,\N
20458732,17.81,\N
20458745,18.45,\N
20458964,20.26,\N
20459046,17.39,\N
20459119,18.20,\N
20459200,21.08,\N
20459386,17.03,\N
20459451,17.57,\N
20459458,18.55,\N
20459462,19.90,\N
20459683,19.79,0.269
20459872,23.36,\N
20461353,21.16,\N
20461365,19.32,\N
20461397,18.23,\N
20461501,18.68,\N
20461852,18.90,\N
20461912,18.34,\N
20462041,17.36,1.847
20462238,20.66,0.227
20462329,18.47,\N
20462550,19.63,\N
20462559,20.57,\N
20462736,16.42,\N
20462775,19.39,0.579
20462959,21.08,\N
20463216,18.31,\N
20463257,18.54,\N
20463282,16.91,\N
20463360,20.65,\N
20463380,19.02,\N
20463387,18.44,\N
20463664,18.64,0.868
20464639,19.17,\N
20464797,18.30,0.726
20464798,19.37,1.109
20464885,19.47,0.384
20465098,16.62,2.073
20465166,19.53,\N
20465402,17.39,\N
20465616,18.83,\N
20465617,21.36,\N
20465633,20.44,\N
20465749,17.32,2.490
20465824,21.69,\N
20465826,21.09,0.150
20465853,19.60,\N
20465892,19.72,\N
20466053,19.09,\N
20466130,18.25,\N
20466191,18.84,\N
20466507,20.82,\N
20466508,18.72,\N
20467309,19.92,\N
20467317,19.82,\N
20467335,19.12,\N
20467336,20.61,\N
20467347,20.64,\N
20467351,20.36,\N
20467352,21.34,0.470
20467372,18.11,0.874
20467460,19.05,\N
20467475,18.79,\N
20467527,19.55,\N
20467609,19.34,\N
20467835,21.02,\N
20467917,19.84,\N
20467963,18.75,\N
20468004,19.31,\N
20468005,21.19,\N
20468117,19.18,0.493
20468446,19.95,\N
20468448,17.94,\N
20468452,19.19,\N
20468462,19.12,\N
20468468,22.01,0.197
20468481,20.05,\N
20468540,19.45,\N
20468541,20.05,\N
20468583,18.02,\N
20468681,20.50,\N
20468684,19.66,\N
20468727,20.76,0.308
20468730,18.37,\N
20468738,19.38,\N
20468741,20.19,\N
20468813,21.78,\N
20468837,20.94,\N
20468909,20.52,\N
20468910,21.67,\N
20469219,24.31,\N
20469356,18.76,\N
20469373,19.21,\N
20469445,22.14,0.143
20469494,20.09,0.758
20469513,20.87,0.297
20469634,19.12,\N
20469722,19.45,\N
20469727,17.24,\N
20469737,20.39,\N
20469896,20.66,\N
20469929,21.13,\N
20470004,18.64,\N
20470310,19.61,\N
20470510,19.15,\N
20470585,19.04,\N
20470594,20.11,\N
20470678,21.17,\N
20470864,20.59,\N
20470909,18.28,\N
20470951,17.98,\N
20470975,21.43,\N
20471034,19.26,\N
20471083,20.04,0.244
20471108,19.39,\N
20471240,21.70,\N
20471241,18.58,1.451
20471323,19.39,\N
20471487,19.75,\N
20471926,18.62,\N
20471956,19.26,\N
20471984,22.86,\N
20472263,18.31,\N
20474158,20.71,\N
20474163,20.81,\N
20474179,19.08,\N
20474223,19.10,\N
20474231,20.02,\N
20474238,21.51,\N
20474425,18.84,0.358
20474451,21.78,\N
20474474,19.62,\N
20474532,18.94,\N
20474549,18.07,1.488
20474554,17.54,\N
20474574,19.40,\N
20474585,19.66,\N
20474611,19.26,\N
20474613,21.05,\N
20474674,19.17,\N
20474706,19.48,\N
20475016,22.06,0.164
20475354,18.41,\N
20475462,19.04,\N
20475534,21.25,\N
20475665,17.22,\N
20475950,18.85,0.389
20475967,16.20,\N
20476093,19.58,\N
20476187,20.09,\N
20476438,20.34,0.433
20476601,19.80,\N
20476904,19.12,\N
20477051,17.85,\N
20477162,20.71,\N
20477248,20.02,\N
20477327,18.32,\N
20477465,21.70,\N
20477490,20.59,0.652
20477491,17.99,0.739
20477492,19.43,\N
20477519,19.15,0.321
20477524,18.67,0.991
20477588,19.39,0.692
20477719,25.26,\N
20477762,19.74,0.326
20477885,17.25,\N
20478574,18.60,\N
20478784,25.60,\N
20479325,19.23,\N
20479345,19.22,\N
20480004,17.25,\N
20480808,20.64,\N
20480817,18.25,\N
20480820,20.97,\N
20480822,19.67,\N
20480823,20.20,\N
20480824,16.61,\N
20480854,18.31,\N
20480856,18.18,\N
20480858,20.89,\N
20480883,20.91,\N
20480885,17.97,\N
20480922,20.59,\N
20480927,18.44,\N
20480934,17.64,\N
20480936,20.26,0.537
20480984,20.15,\N
20481025,20.65,\N
20481027,18.66,\N
20481032,15.17,\N
20481052,20.57,\N
20481127,21.50,\N
20481327,19.90,0.216
20481381,18.40,\N
20481394,19.97,\N
20481442,21.58,\N
20481457,21.11,\N
20481482,17.58,\N
20481532,19.62,\N
20481542,18.41,\N
20481543,21.70,\N
20481775,18.43,\N
20481790,19.35,\N
20481817,18.48,\N
20481904,19.39,\N
20481918,18.20,\N
20481965,20.69,\N
20481984,18.01,\N
20481985,17.85,\N
20481989,19.93,\N
20482049,18.81,\N
20482054,19.47,0.413
20482055,18.50,1.855
20482111,19.44,0.383
20482228,18.07,\N
20482234,22.52,\N
20482244,19.85,\N
20482250,20.17,\N
20482344,19.66,\N
20482391,18.99,\N
20482467,17.98,\N
20482488,19.77,\N
20482505,19.55,\N
20482533,19.80,\N
20482562,20.05,\N
20482566,21.52,\N
20482650,19.68,\N
20482718,21.10,\N
20482766,19.53,\N
20482796,19.60,\N
20482798,18.35,\N
20483408,19.61,\N
20483422,20.53,\N
20483423,20.53,\N
20483432,20.44,\N
20483453,18.40,\N
20483459,20.32,\N
20483468,18.02,\N
20483471,18.31,\N
20483472,19.24,\N
20483504,20.20,\N
20483506,18.39,\N
20483508,20.02,0.202
20483509,19.47,\N
20483531,20.13,\N
20483547,17.62,\N
20483560,19.27,\N
20483563,18.68,\N
20483566,17.93,\N
20483656,23.77,\N
20483662,19.36,\N
20483856,20.27,\N
20483878,17.51,\N
20483989,20.40,\N
20484199,19.80,\N
20484402,19.68,0.452
20484403,21.43,\N
20484462,21.46,\N
20484506,20.16,\N
20484517,17.18,\N
20484725,18.33,\N
20484757,19.56,\N
20484795,18.55,\N
20484850,19.41,\N
20484976,18.52,\N
20485051,19.32,\N
20485110,20.93,0.356
20485652,16.60,\N
20485823,20.61,\N
20485882,18.27,\N
20486001,19.41,\N
20486607,17.83,\N
20486692,19.37,\N
20486739,19.60,\N
20487577,21.08,\N
20487580,20.16,\N
20487583,22.19,\N
20488450,16.97,\N
20488453,19.24,\N
20488461,20.28,\N
