spkid,H,diameter
54419489,24.19,\N
54419490,20.71,\N
54419491,24.44,\N
54419492,23.87,\N
54419600,23.42,\N
54419601,20.54,\N
54419602,26.83,\N
54419604,26.43,\N
54419605,22.59,\N
54419606,19.78,\N
54419607,23.82,\N
54419608,23.68,\N
54419609,21.12,\N
54419610,23.32,\N
54419611,27.38,\N
54419612,24.92,\N
54419613,21.64,\N
54419614,22.76,\N
54419694,24.63,\N
54419695,26.42,\N
54419696,19.57,\N
54419697,27.34,\N
54419699,22.42,\N
54419698,26.64,\N
54419701,26.32,\N
54419702,22.81,\N
54419703,26.96,\N
54419704,21.05,\N
54419705,25.76,\N
54419806,26.55,\N
54419807,25.25,\N
54419808,20.93,\N
54419809,24.47,\N
54419810,26.96,\N
54419811,27.67,\N
54419812,25.67,\N
54419813,20.09,\N
54419814,23.88,\N
54419816,23.70,\N
54419817,26.60,\N
54419818,25.05,\N
54419819,24.11,\N
54420151,24.34,\N
54420152,26.42,\N
54420153,23.60,\N
54420154,21.35,\N
54420155,25.78,\N
54420156,21.76,\N
54420157,27.67,\N
54420280,28.78,\N
54420282,20.32,\N
54420281,26.05,\N
54420283,27.28,\N
54420441,24.81,\N
54420442,28.72,\N
54420443,25.98,\N
54420444,28.44,\N
54420445,25.62,\N
54420624,28.71,\N
54420623,21.55,\N
54420625,23.61,\N
54420626,20.88,\N
54420784,25.76,\N
54420785,20.91,\N
54420789,23.14,\N
54420790,25.33,\N
54420793,21.13,\N
54421068,21.65,\N
54421071,19.12,\N
54421384,25.12,\N
54421648,20.67,\N
54421652,25.67,\N
54421913,19.78,\N
54422167,19.79,\N
54423686,22.54,\N
54423826,21.79,\N
54420792,25.99,\N
54421064,26.13,\N
54421065,27.17,\N
54421066,25.38,\N
54421067,24.04,\N
54421069,24.51,\N
54421074,23.22,\N
54421075,26.27,\N
54421076,24.71,\N
54421077,27.26,\N
54421078,27.00,\N
54421079,25.22,\N
54421080,25.28,\N
54421081,26.45,\N
54421083,24.87,\N
54421084,21.67,\N
54421379,28.30,\N
54421380,27.43,\N
54421381,25.11,\N
54421383,26.32,\N
54421385,27.27,\N
54421386,27.00,\N
54421387,22.26,\N
54421388,28.94,\N
54421389,23.28,\N
54421390,19.80,\N
54421391,26.14,\N
54421392,23.78,\N
54421393,24.49,\N
54421394,23.47,\N
54421395,26.03,\N
54421396,26.00,\N
54421642,25.20,\N
54421643,24.77,\N
54421644,30.07,\N
54421645,26.25,\N
54421646,27.35,\N
54421647,21.28,\N
54421649,27.21,\N
54421650,25.12,\N
54421651,32.71,\N
54421910,25.71,\N
54421911,23.69,\N
54421912,23.67,\N
54421914,23.67,\N
54421915,23.87,\N
54421916,25.68,\N
54421917,26.96,\N
54422036,24.30,\N
54422161,27.08,\N
54422162,20.22,\N
54422163,23.09,\N
54422164,23.18,\N
54422165,27.67,\N
54422166,22.83,\N
54422948,28.86,\N
54422949,20.55,\N
54422950,22.21,\N
54423041,24.86,\N
54423042,26.02,\N
54423043,22.05,\N
54423045,24.48,\N
54423046,27.47,\N
54423050,26.73,\N
54423047,27.50,\N
54423049,26.73,\N
54423048,25.20,\N
54423051,24.35,\N
54423052,26.95,\N
54423053,26.79,\N
54423054,25.36,\N
54423055,24.00,\N
54423136,27.80,\N
54423137,26.77,\N
54423138,25.48,\N
54423141,26.52,\N
54423142,26.38,\N
54423143,25.65,\N
54423144,25.22,\N
54423145,24.27,\N
54423146,22.82,\N
54423311,26.95,\N
54423312,21.39,\N
54423313,25.89,\N
54423316,25.25,\N
54423315,23.56,\N
54423314,23.30,\N
54423317,24.13,\N
54423318,26.02,\N
54423320,24.82,\N
54423321,23.91,\N
54423322,25.52,\N
54423323,25.44,\N
54423324,21.27,\N
54423325,23.83,\N
54423326,22.52,\N
54423681,24.21,\N
54423505,27.51,\N
54423506,22.57,\N
54423510,20.74,\N
54423512,28.09,\N
54423513,22.01,\N
54423828,25.59,\N
54423830,20.99,\N
54423833,21.75,\N
54423943,22.07,\N
54425076,21.37,\N
54425075,25.40,\N
54426231,23.09,\N
54426238,23.63,\N
54427179,21.12,\N
54427460,26.40,\N
54427461,28.94,\N
54427938,23.55,\N
54429997,21.19,\N
54506983,23.38,\N
54423504,24.25,\N
54423507,26.03,\N
54423509,25.18,\N
54423511,25.53,\N
54423685,21.02,\N
54423782,26.46,\N
54423784,25.94,\N
54423783,25.20,\N
54423785,25.31,\N
54423786,25.10,\N
54423825,25.14,\N
54423827,23.53,\N
54423829,26.93,\N
54423831,25.40,\N
54423832,26.82,\N
54423834,26.40,\N
54423835,21.80,\N
54423836,21.72,\N
54423941,25.43,\N
54423944,26.61,\N
54423945,24.14,\N
54423947,24.15,\N
54423946,24.43,\N
54423948,26.43,\N
54423949,25.60,\N
54424569,21.96,\N
54424570,25.17,\N
54424571,28.43,\N
54424572,29.36,\N
54424573,25.74,\N
54425071,21.95,\N
54425074,20.24,\N
54425073,25.78,\N
54425751,20.91,\N
54425752,22.65,\N
54425754,22.35,\N
54425755,26.72,\N
54425758,28.68,\N
54425948,26.65,\N
54425947,23.16,\N
54425949,29.23,\N
54425950,24.35,\N
54425951,22.08,\N
54425952,24.28,\N
54425953,20.61,\N
54426070,26.53,\N
54426071,23.09,\N
54426072,26.02,\N
54426073,20.64,\N
54426074,23.89,\N
54426075,24.13,\N
54426076,25.93,\N
54426077,26.84,\N
54426078,27.47,\N
54426079,23.95,\N
54426080,23.34,\N
54426228,22.59,\N
54426232,25.48,\N
54426233,25.93,\N
54426234,23.56,\N
54426235,25.08,\N
54426236,24.28,\N
54426237,26.04,\N
54426239,25.09,\N
54426240,26.30,\N
54426241,23.69,\N
54426463,23.74,\N
54426462,24.74,\N
54426461,26.34,\N
54426464,21.20,\N
54426465,26.21,\N
54426466,24.96,\N
54426467,25.48,\N
54426468,24.46,\N
54426469,27.52,\N
54426470,26.64,\N
54426471,27.29,\N
54426472,25.01,\N
54426474,23.67,\N
54426473,27.70,\N
54426475,24.28,\N
54426476,19.76,\N
54426477,26.57,\N
54426740,25.36,\N
54426741,25.25,\N
54426742,24.21,\N
54426743,27.50,\N
54426744,26.09,\N
54426745,28.34,\N
54426746,24.98,\N
54426747,24.93,\N
54426748,26.02,\N
54426749,22.63,\N
54426750,25.57,\N
54426751,21.80,\N
54426882,25.31,\N
54426883,19.83,\N
54426884,22.38,\N
54426885,26.51,\N
54426886,26.57,\N
54426887,23.66,\N
54426888,23.83,\N
54426890,27.95,\N
54426891,26.15,\N
54426889,29.19,\N
54426892,26.29,\N
54426893,27.59,\N
54426894,23.67,\N
54426895,22.46,\N
54426896,25.43,\N
54427161,22.56,\N
54427162,26.03,\N
54427163,26.36,\N
54427164,24.77,\N
54427165,29.46,\N
54427166,20.02,\N
54427167,25.11,\N
54427168,26.70,\N
54427169,23.91,\N
54427170,21.21,\N
54427171,23.03,\N
54427172,24.32,\N
54427174,25.09,\N
54427176,25.46,\N
54427178,24.61,\N
54427181,20.99,\N
54427182,23.30,\N
54427183,25.29,\N
54427184,21.74,\N
54427185,28.95,\N
54427186,26.53,\N
54427187,22.68,\N
54427296,26.54,\N
54427298,26.25,\N
54427454,22.12,\N
54427464,21.33,\N
54427466,23.42,\N
54428352,24.03,\N
54429343,22.28,\N
54429347,23.13,\N
54429757,23.29,\N
54427175,27.41,\N
54427177,22.08,\N
54427180,26.72,\N
54427297,27.94,\N
54427299,27.81,\N
54427300,24.36,\N
54427455,20.39,\N
54427456,26.16,\N
54427458,25.15,\N
54427463,26.04,\N
54427465,24.96,\N
54427467,25.39,\N
54427468,25.45,\N
54427469,24.87,\N
54427935,22.86,\N
54427936,25.93,\N
54427939,24.36,\N
54427940,21.26,\N
54427941,26.25,\N
54427942,27.14,\N
54427943,27.29,\N
54427945,29.02,\N
54427944,28.45,\N
54427946,24.56,\N
54427947,23.29,\N
54427948,26.72,\N
54428347,23.47,\N
54428348,24.70,\N
54428349,24.59,\N
54428350,24.49,\N
54428351,22.09,\N
54428353,25.08,\N
54428354,27.24,\N
54428355,27.26,\N
54428356,27.05,\N
54428357,24.47,\N
54428524,22.62,\N
54428550,24.40,\N
54428551,21.57,\N
54428582,21.77,\N
54428583,20.44,\N
54428637,22.18,\N
54429268,20.27,\N
54429269,23.87,\N
54429271,22.51,\N
54429766,22.12,\N
54429270,22.61,\N
54429272,25.97,\N
54429344,24.08,\N
54429345,25.18,\N
54429346,24.71,\N
54429348,29.15,\N
54429349,24.54,\N
54429350,27.20,\N
54429351,25.55,\N
54429352,26.77,\N
54429476,25.22,\N
54429477,21.52,\N
54429479,24.44,\N
54429478,26.36,\N
54429480,24.37,\N
54429481,26.01,\N
54429482,21.40,\N
54429483,25.05,\N
54429635,25.43,\N
54429636,23.95,\N
54429637,26.63,\N
54429638,25.59,\N
54429639,27.67,\N
54429640,23.15,\N
54429641,24.32,\N
54429642,22.84,\N
54429643,23.38,\N
54429644,23.80,\N
54429645,26.02,\N
54429646,22.62,\N
54429758,20.45,\N
54429759,21.93,\N
54429760,26.48,\N
54429761,27.10,\N
54429762,23.54,\N
54429763,22.78,\N
54429764,25.12,\N
54429765,23.30,\N
54429767,26.40,\N
54429768,28.54,\N
54429990,25.15,\N
54429991,22.55,\N
54429992,26.77,\N
54429993,25.86,\N
54429994,28.32,\N
54429995,26.95,\N
54429996,27.48,\N
54429998,24.55,\N
54429999,25.16,\N
54430001,22.90,\N
54430000,24.91,\N
54430003,24.21,\N
54430002,25.94,\N
54430004,26.41,\N
54430005,26.43,\N
54430096,26.94,\N
54430097,26.54,\N
54430098,19.08,\N
54430149,20.39,\N
54430150,26.40,\N
54430152,22.10,\N
54430151,24.82,\N
54430239,22.22,\N
54430240,21.99,\N
54430241,26.37,\N
54430242,22.01,\N
54430473,24.39,\N
54430476,24.54,\N
54430474,28.61,\N
54430475,25.33,\N
54430477,23.47,\N
54430478,22.50,\N
54430669,25.51,\N
54430670,26.77,\N
54430671,28.95,\N
54430717,28.77,\N
54430718,26.43,\N
54430719,26.83,\N
54430720,24.80,\N
54430721,24.73,\N
54430722,27.01,\N
54430723,25.56,\N
54430724,24.79,\N
54430725,28.39,\N
54430727,24.28,\N
54430726,28.41,\N
54430728,28.15,\N
54430729,24.56,\N
54430730,25.80,\N
54430773,20.96,\N
54430772,25.71,\N
54430774,26.44,\N
54430775,23.97,\N
54430776,24.68,\N
54430777,23.81,\N
54430778,29.38,\N
54430779,27.73,\N
54430870,24.84,\N
54430871,22.93,\N
54430872,24.48,\N
54430873,24.78,\N
54430874,25.28,\N
54430947,27.35,\N
54430946,25.82,\N
54431182,22.11,\N
54431181,24.46,\N
54431734,25.42,\N
54431815,20.68,\N
54431990,24.19,\N
54431183,22.51,\N
54431184,25.79,\N
54431185,25.49,\N
54431308,27.09,\N
54431309,22.99,\N
54431310,24.06,\N
54431311,23.72,\N
54431312,25.17,\N
54431313,25.11,\N
54431314,26.28,\N
54431315,27.81,\N
54431316,20.78,\N
54431317,25.52,\N
54431484,22.84,\N
54431485,25.59,\N
54431486,22.26,\N
54431488,24.22,\N
54431487,21.16,\N
54431489,25.69,\N
54431490,25.46,\N
54431491,21.46,\N
54431492,21.50,\N
54431493,20.21,\N
54431494,22.48,\N
54431495,25.23,\N
54431496,27.66,\N
54431497,29.42,\N
54431498,26.13,\N
54431499,23.37,\N
54431500,25.72,\N
54431501,25.49,\N
54431502,26.14,\N
54431503,24.28,\N
54431582,26.10,\N
54431583,26.64,\N
54431584,25.30,\N
54431585,25.18,\N
54431586,21.70,\N
54431587,23.60,\N
54431588,21.24,\N
54431589,23.98,\N
54431590,27.62,\N
54431591,28.32,\N
54431619,26.36,\N
54431620,24.57,\N
54431621,19.46,\N
54431622,22.33,\N
54431623,22.24,\N
54431624,23.57,\N
54431625,24.27,\N
54431626,21.97,\N
54431627,22.33,\N
54431628,20.91,\N
54431629,21.77,\N
54431659,22.43,\N
54431692,25.82,\N
54431700,21.29,\N
54431755,25.72,\N
54431756,26.04,\N
54431772,25.14,\N
54431801,22.77,\N
54431803,23.36,\N
54431802,23.78,\N
54431807,22.41,\N
54431806,26.16,\N
54431804,22.80,\N
54431805,20.28,\N
54431814,22.38,\N
54431817,25.13,\N
54431816,21.03,\N
54431818,21.57,\N
54431983,20.30,\N
54431985,25.18,\N
54431984,22.57,\N
54431986,25.35,\N
54431987,27.77,\N
54431988,26.09,\N
54431989,27.35,\N
54431991,25.70,\N
54432216,25.50,\N
54432215,23.58,\N
54432218,25.28,\N
54432221,21.11,\N
54432220,25.09,\N
54432223,27.36,\N
54432225,24.60,\N
54432231,24.20,\N
54432232,25.26,\N
54432233,25.84,\N
54432234,25.28,\N
54432245,21.61,\N
54432336,25.86,\N
54432337,25.91,\N
54432338,26.13,\N
54432340,25.52,\N
54432341,23.29,\N
54432457,25.83,\N
54432460,23.25,\N
54432462,23.39,\N
54432463,25.04,\N
54432464,25.09,\N
54432466,23.45,\N
54432467,27.27,\N
54432468,21.32,\N
54432470,22.87,\N
54432471,21.32,\N
54432475,30.98,\N
54432476,24.33,\N
54432839,24.75,\N
54432970,23.45,\N
54433101,22.46,\N
54442146,22.30,\N
54432217,27.65,\N
54432222,24.25,\N
54432219,24.91,\N
54432224,24.95,\N
54432239,25.73,\N
54432246,27.06,\N
54432248,26.79,\N
54432247,26.17,\N
54432339,19.77,\N
54432454,24.91,\N
54432455,23.03,\N
54432456,24.52,\N
54432458,26.58,\N
54432459,23.34,\N
54432461,27.24,\N
54432465,27.75,\N
54432469,26.64,\N
54432472,23.48,\N
54432473,24.17,\N
54432474,25.68,\N
54432477,23.59,\N
54432837,21.66,\N
54432838,26.46,\N
54432841,24.11,\N
54432842,26.64,\N
54432843,25.00,\N
54432844,24.75,\N
54432968,23.09,\N
54432969,24.51,\N
54432972,22.12,\N
54432971,28.23,\N
54433096,25.84,\N
54433097,25.48,\N
54433099,25.61,\N
54433100,26.29,\N
54433098,27.23,\N
54433105,22.83,\N
54433104,28.53,\N
54433103,24.13,\N
54433102,24.30,\N
54433325,24.05,\N
54433327,26.88,\N
54433328,25.37,\N
54433330,25.11,\N
54433329,25.55,\N
54433331,27.97,\N
54433332,21.95,\N
54433333,24.23,\N
54433334,30.37,\N
54433336,25.89,\N
54433335,27.27,\N
54433337,23.20,\N
54433553,26.30,\N
54433554,26.32,\N
54433555,21.97,\N
54433556,23.86,\N
54433557,27.43,\N
54433558,25.32,\N
54433559,29.18,\N
54433560,23.61,\N
54433561,23.90,\N
54433562,24.18,\N
54433563,23.68,\N
54433565,24.47,\N
54433566,25.13,\N
54433567,26.09,\N
54433568,26.08,\N
54433569,25.72,\N
54433730,25.34,\N
54433731,24.48,\N
54433733,25.79,\N
54433732,28.62,\N
54433735,24.77,\N
54433736,29.71,\N
54433734,23.80,\N
54433737,23.23,\N
54433738,22.15,\N
54433739,25.83,\N
54433740,20.27,\N
54433741,24.67,\N
54433742,23.24,\N
54433943,22.31,\N
54433944,23.48,\N
54433945,22.19,\N
54433946,24.32,\N
54433947,25.12,\N
54433949,21.40,\N
54433950,28.93,\N
54433951,29.55,\N
54434073,20.08,\N
54434074,26.93,\N
54434075,26.24,\N
54434076,27.31,\N
54434077,23.10,\N
54434078,26.73,\N
54434079,24.84,\N
54434080,25.69,\N
54434081,27.81,\N
54434082,25.23,\N
54434339,24.83,\N
54434340,23.83,\N
54434341,23.56,\N
54434342,26.01,\N
54434343,27.96,\N
54434347,30.30,\N
54434344,27.43,\N
54434345,27.28,\N
54434346,25.77,\N
54434348,20.57,\N
54434349,24.63,\N
54434536,26.85,\N
54434537,25.26,\N
54434538,20.70,\N
54434539,28.05,\N
54434540,26.79,\N
54434762,22.59,\N
54434764,20.11,\N
54434766,24.35,\N
54434767,22.79,\N
54435000,20.28,\N
54435730,27.68,\N
54435731,23.11,\N
54466222,20.30,\N
54438499,23.35,\N
54438500,22.89,\N
54438662,23.50,\N
54440316,26.95,\N
54434763,31.77,\N
54434765,27.99,\N
54434768,27.44,\N
54434769,27.03,\N
54434770,27.24,\N
54435198,23.66,\N
54435199,27.28,\N
54435201,21.00,\N
54435202,26.57,\N
54435203,24.10,\N
54435204,24.34,\N
54435205,28.82,\N
54435206,21.48,\N
54435207,29.42,\N
54435208,24.55,\N
54435537,25.96,\N
54435538,25.43,\N
54435539,23.80,\N
54435540,24.56,\N
54435541,22.29,\N
54435732,27.38,\N
54435948,23.67,\N
54435949,28.69,\N
54435950,24.91,\N
54436402,25.78,\N
54436401,21.61,\N
54436400,22.24,\N
54437048,20.59,\N
54437395,25.46,\N
54437981,25.97,\N
54438014,23.95,\N
54438015,24.39,\N
54438016,28.34,\N
54438504,23.08,\N
54438501,24.04,\N
54438503,24.52,\N
54438502,26.19,\N
54438505,26.12,\N
54438506,26.36,\N
54438507,26.58,\N
54438661,27.44,\N
54438664,25.59,\N
54438663,24.39,\N
54438665,22.94,\N
54438666,22.95,\N
54438667,25.59,\N
54438668,26.08,\N
54438670,26.54,\N
54438669,24.74,\N
54438671,25.71,\N
54438672,25.74,\N
54438675,24.21,\N
54438674,24.88,\N
54438673,29.47,\N
54439134,26.35,\N
54439135,23.15,\N
54439137,23.83,\N
54439315,26.22,\N
54439316,21.25,\N
54439318,25.12,\N
54439319,23.23,\N
54439421,23.90,\N
54439424,19.66,\N
54439428,24.98,\N
54440302,23.98,\N
54440322,23.39,\N
54441082,22.27,\N
54439314,23.30,\N
54439317,24.68,\N
54439320,27.61,\N
54439321,24.40,\N
54439322,28.48,\N
54439323,25.25,\N
54439324,25.63,\N
54439325,25.61,\N
54439326,23.26,\N
54439327,21.10,\N
54439328,24.50,\N
54439329,28.26,\N
54439330,25.48,\N
54439419,27.16,\N
54439420,25.19,\N
54439423,27.39,\N
54439425,28.35,\N
54439422,25.72,\N
54439427,24.65,\N
54439430,25.37,\N
54439429,23.52,\N
54439431,23.25,\N
54439432,25.10,\N
54439433,25.62,\N
54439434,26.91,\N
54439435,27.89,\N
54439436,25.88,\N
54439706,26.46,\N
54439708,23.94,\N
54439707,26.42,\N
54439709,23.18,\N
54439711,25.67,\N
54439710,24.14,\N
54439712,27.79,\N
54439713,25.82,\N
54439716,27.09,\N
54439717,27.74,\N
54439714,25.48,\N
54439715,26.30,\N
54439882,25.46,\N
54439884,18.50,\N
54439885,26.22,\N
54439886,24.23,\N
54439887,26.79,\N
54439888,24.15,\N
54439889,23.42,\N
54439890,26.46,\N
54439891,24.63,\N
54439893,20.45,\N
54439894,22.70,\N
54439892,22.86,\N
54439895,24.68,\N
54439897,23.63,\N
54439896,23.73,\N
54439998,23.78,\N
54439999,27.99,\N
54440000,24.78,\N
54440001,25.03,\N
54440002,24.97,\N
54440314,22.67,\N
54440315,28.78,\N
54440318,26.42,\N
54440317,25.05,\N
54440319,26.96,\N
54440320,24.79,\N
54440321,27.40,\N
54440641,18.81,\N
54440642,26.39,\N
54440643,21.07,\N
54440644,29.13,\N
54440646,22.88,\N
54440647,21.16,\N
54440648,19.99,\N
54440649,25.25,\N
54440650,20.33,\N
54440651,25.14,\N
54440652,26.38,\N
54440654,21.78,\N
54440653,28.20,\N
54440655,26.66,\N
54441075,24.69,\N
54441076,23.71,\N
54441077,20.78,\N
54441078,25.76,\N
54441079,26.09,\N
54441080,24.88,\N
54441081,24.76,\N
54441083,22.98,\N
54441086,25.95,\N
54441085,27.30,\N
54441084,23.75,\N
54441087,24.53,\N
54441088,26.80,\N
54441089,24.72,\N
54441090,24.32,\N
54441091,26.24,\N
54441092,19.78,\N
54441096,27.12,\N
54441095,20.56,\N
54441094,27.36,\N
54441097,22.72,\N
54441262,26.44,\N
54441263,24.07,\N
54441265,25.08,\N
54441264,23.60,\N
54441266,26.20,\N
54441267,21.70,\N
54441270,21.55,\N
54441268,26.35,\N
54441269,28.50,\N
54441271,23.62,\N
54441682,22.49,\N
54441683,21.77,\N
54441684,25.66,\N
54441685,23.76,\N
54441686,21.33,\N
54441687,25.64,\N
54441688,23.94,\N
54441866,25.03,\N
54441865,22.51,\N
54441867,24.06,\N
54441868,26.86,\N
54441869,26.78,\N
54441870,21.55,\N
54441871,23.78,\N
54441872,27.34,\N
54441873,26.05,\N
54441874,29.59,\N
54441875,26.27,\N
54441876,26.42,\N
54441877,26.92,\N
54441878,21.83,\N
54441879,25.91,\N
54442109,20.90,\N
54442111,25.06,\N
54442110,23.76,\N
54442112,22.26,\N
54442144,24.25,\N
54442147,27.42,\N
54442148,24.85,\N
54442145,27.89,\N
54442149,24.68,\N
54442250,26.77,\N
54442252,25.57,\N
54442251,23.13,\N
54442318,26.06,\N
54442319,25.92,\N
54442321,24.59,\N
54442322,20.41,\N
54442323,25.95,\N
54442411,21.57,\N
54444999,22.44,\N
54445200,21.01,\N
54445574,25.80,\N
54445576,22.08,\N
54445846,21.21,\N
54446792,21.53,\N
54455883,21.56,\N
54552669,25.77,\N
54442508,25.17,\N
54442646,22.95,\N
54442682,28.49,\N
54443996,23.20,\N
54444912,22.40,\N
54444913,24.68,\N
54444914,25.74,\N
54444915,24.60,\N
54444916,23.82,\N
54444917,22.78,\N
54444950,21.79,\N
54444951,23.80,\N
54444952,25.85,\N
54444954,25.82,\N
54444953,21.60,\N
54444955,24.61,\N
54444956,23.46,\N
54444957,28.23,\N
54444958,21.37,\N
54444959,19.81,\N
54444996,27.67,\N
54444997,26.50,\N
54444998,24.95,\N
54445000,25.38,\N
54445199,28.25,\N
54445201,20.31,\N
54445202,23.30,\N
54445203,24.45,\N
54445204,24.04,\N
54445205,23.27,\N
54445206,26.21,\N
54445207,26.12,\N
54445208,22.75,\N
54445306,25.65,\N
54445307,27.16,\N
54445308,20.02,\N
54445309,24.21,\N
54445310,23.64,\N
54445311,27.00,\N
54445312,26.99,\N
54445313,26.09,\N
54445448,24.37,\N
54445449,25.67,\N
54445451,26.67,\N
54445450,24.86,\N
54445452,24.31,\N
54445453,27.97,\N
54445454,23.53,\N
54445456,24.26,\N
54445458,23.01,\N
54445579,21.89,\N
54446231,21.28,\N
54454871,21.89,\N
54445455,25.61,\N
54445457,27.48,\N
54445521,25.84,\N
54445522,26.11,\N
54445523,25.14,\N
54445524,21.30,\N
54445525,25.19,\N
54445573,23.62,\N
54445575,20.62,\N
54445577,27.98,\N
54445578,18.91,\N
54445580,25.13,\N
54445618,23.28,\N
54445619,21.22,\N
54445621,23.57,\N
54445622,23.21,\N
54445623,22.24,\N
54445624,22.31,\N
54445625,21.60,\N
54445626,21.78,\N
54445842,25.81,\N
54445843,23.59,\N
54445844,20.32,\N
54445845,20.25,\N
54445848,26.31,\N
54445847,27.51,\N
54445916,30.79,\N
54445920,25.70,\N
54445919,24.05,\N
54445918,26.20,\N
54445917,25.61,\N
54445921,21.48,\N
54445922,25.51,\N
54445923,22.60,\N
54446032,26.08,\N
54446033,24.08,\N
54446034,26.39,\N
54446232,22.34,\N
54446350,20.87,\N
54446351,23.17,\N
54446353,20.20,\N
54446354,25.51,\N
54446355,23.33,\N
54446552,21.19,\N
54446553,21.62,\N
54446554,24.77,\N
54446555,23.41,\N
54446556,25.80,\N
54446557,21.24,\N
54446558,22.83,\N
54446559,26.15,\N
54446560,20.85,\N
54446561,22.82,\N
54446562,20.60,\N
54446666,24.34,\N
54446668,20.31,\N
54446669,26.03,\N
54446670,24.18,\N
54446789,25.56,\N
54446790,23.09,\N
54446791,24.77,\N
54446793,25.15,\N
54447039,19.49,\N
54447402,27.64,\N
54447403,23.49,\N
54447404,25.98,\N
54447405,25.40,\N
54447406,17.88,\N
54447407,26.15,\N
54447952,21.80,\N
54447953,26.62,\N
54447954,24.24,\N
54447955,24.95,\N
54447956,26.29,\N
54447957,22.67,\N
54447958,24.89,\N
54447959,28.37,\N
54447960,26.03,\N
54448016,25.59,\N
54448015,24.36,\N
54448063,25.11,\N
54448064,20.63,\N
54448602,22.70,\N
54448983,24.00,\N
54449799,21.74,\N
54449800,24.02,\N
54458190,23.87,\N
54458352,21.46,\N
54465278,22.77,\N
54506145,21.23,\N
54448066,26.53,\N
54448065,25.81,\N
54448114,24.01,\N
54448115,28.00,\N
54448116,21.48,\N
54448598,26.27,\N
54448599,19.32,\N
54448600,24.22,\N
54448601,22.02,\N
54448603,23.41,\N
54448604,24.50,\N
54452960,20.54,\N
54453741,28.96,\N
54453742,24.78,\N
54453743,26.04,\N
54453744,26.82,\N
54453749,29.25,\N
54453745,23.09,\N
54453747,22.70,\N
54453746,22.96,\N
54453748,21.54,\N
54454238,27.23,\N
54454239,24.07,\N
54454240,25.84,\N
54454241,24.68,\N
54454242,21.54,\N
54454243,23.93,\N
54454872,25.50,\N
54454873,23.99,\N
54454874,26.23,\N
54454875,21.59,\N
54455373,23.47,\N
54455374,20.38,\N
54455375,23.30,\N
54455376,22.90,\N
54455377,25.93,\N
54455378,23.28,\N
54455879,23.62,\N
54455880,21.16,\N
54455881,24.18,\N
54455882,21.64,\N
54455884,25.33,\N
54456238,23.75,\N
54456239,23.38,\N
54456241,23.82,\N
54456242,23.71,\N
54457674,23.50,\N
54457677,24.09,\N
54458174,22.07,\N
54458176,24.14,\N
54458184,24.75,\N
54458187,19.75,\N
54458197,25.93,\N
54459243,20.50,\N
54459570,23.41,\N
54455885,24.87,\N
54456240,25.53,\N
54456243,24.94,\N
54456244,23.35,\N
54456245,23.89,\N
54457672,23.53,\N
54457671,26.44,\N
54457673,25.42,\N
54457675,22.66,\N
54457676,22.02,\N
54457678,22.10,\N
54458173,21.74,\N
54458172,25.07,\N
54458175,24.23,\N
54458183,22.27,\N
54458185,19.82,\N
54458186,23.79,\N
54458188,21.67,\N
54458189,25.10,\N
54458191,24.49,\N
54458192,21.39,\N
54458194,23.09,\N
54458195,24.74,\N
54458196,23.41,\N
54458351,26.55,\N
54458354,22.36,\N
54458353,23.14,\N
54458355,21.78,\N
54458498,23.34,\N
54458501,25.74,\N
54458500,24.45,\N
54458502,24.93,\N
54458503,23.99,\N
54458504,25.16,\N
54458505,26.33,\N
54458506,24.41,\N
54458507,24.01,\N
54458508,25.14,\N
54458509,25.15,\N
54458890,24.95,\N
54458891,18.66,\N
54458893,23.75,\N
54458892,21.95,\N
54458894,23.47,\N
54458895,19.30,\N
54458896,23.36,\N
54459237,24.11,\N
54459238,23.20,\N
54459239,23.19,\N
54459240,22.50,\N
54459241,25.91,\N
54459242,19.42,\N
54459569,24.54,\N
54460107,23.80,\N
54460106,22.34,\N
54460573,22.89,\N
54460877,26.90,\N
54461065,28.72,\N
54462805,25.06,\N
54462806,20.66,\N
54462807,22.56,\N
54465173,19.09,\N
54465199,22.13,\N
54465224,22.94,\N
54465241,25.51,\N
54465556,20.70,\N
54467171,19.39,\N
54465172,25.25,\N
54465176,23.21,\N
54465177,22.16,\N
54465178,22.26,\N
54465196,23.78,\N
54465197,23.69,\N
54465198,25.40,\N
54465200,24.72,\N
54465201,26.25,\N
54465202,27.48,\N
54465203,23.66,\N
